Title,Genre,ReleaseYear,Rating,Votes,RevenueMillions,MovieScore
Movie 440,Horror,1990,5.6,75595,244.76,87.3816884440036
Movie 441,Comedy,1993,8.5,12617,295.46,109.81047698191142
Movie 442,Action,2018,4.9,74306,242.11,79.1692061507057
Movie 443,Horror,1997,7.2,35881,143.98,89.91153560305118
Movie 444,Comedy,2014,7.6,95714,120.33,99.19839031777623
Movie 445,Comedy,1990,3.1,76135,268.7,61.714857130631756
Movie 446,Drama,2005,5.5,89396,182.87,80.99163321953367
Movie 447,Horror,1987,8.9,7679,225.66,102.18873595266129
Movie 448,Horror,2021,6.0,72630,235.0,90.65888264152412
Movie 449,Drama,2013,10.0,50537,177.79,126.08380807543418
Movie 450,Comedy,2019,6.6,86743,234.39,98.48572910560333
Movie 451,Drama,2000,6.7,38078,113.4,82.00770212797713
Movie 452,Drama,1982,6.6,18513,14.54,66.30746437873923
Movie 453,Comedy,1995,5.8,24994,163.04,75.03730028631648
Movie 454,Action,1982,5.9,6992,176.27,69.85772307345282
Movie 455,Horror,1992,6.2,60415,161.13,84.36885734693207
Movie 456,Action,2006,5.0,50832,28.6,57.04150514481472
Movie 457,Action,2013,4.7,22052,22.92,49.29765845239833
Movie 458,Comedy,2019,6.3,2791,218.97,71.88443482245825
Movie 459,Drama,2004,7.0,90484,151.97,95.08757559066011
Movie 460,Comedy,2010,8.1,784,40.05,57.99703811403751
Movie 461,Action,2017,7.5,40351,263.91,105.93147179073485
Movie 462,Action,2012,7.7,27517,223.13,101.02698623540577
Movie 463,Comedy,2007,6.5,17881,103.26,73.97107434541923
Movie 464,Action,1990,4.9,13509,98.18,56.422808611675805
Movie 465,Comedy,1991,5.8,45784,173.0,79.54392847214262
Movie 466,Horror,2015,6.3,34180,179.69,83.73737884263693
Movie 467,Comedy,2015,7.5,13030,227.62,93.8251480985868
Movie 468,Comedy,2002,8.9,16372,277.11,114.07116134919148
Movie 469,Horror,2005,6.9,88577,51.64,83.7663077114588
Movie 470,Horror,1986,7.1,63818,4.09,78.96202423754553
Movie 471,Action,2004,6.1,88892,66.01,76.1116509372905
Movie 472,Comedy,2010,5.1,3880,169.09,59.05462546998142
Movie 474,Comedy,1985,5.2,73760,212.62,79.54664416123597
Movie 475,Comedy,2008,7.5,81984,206.56,105.51318687012977
Movie 476,Comedy,1986,6.9,91279,262.58,105.0676401932981
Movie 477,Comedy,2011,7.6,89798,80.59,94.73950129961827
Movie 478,Action,1983,6.6,94437,33.41,78.94861216915298
Movie 479,Drama,2017,6.0,3941,255.44,75.220660926276
Movie 480,Comedy,1995,6.3,21257,53.5,68.12627801678921
Movie 481,Horror,1980,5.2,7449,39.83,50.346040419142746
Movie 482,Action,1980,3.1,7751,95.06,37.26868907606887
Movie 483,Horror,1992,7.7,1854,89.21,66.86842780781981
Movie 484,Comedy,2011,4.1,9830,110.11,48.70351334320439
Movie 485,Action,2018,4.7,80913,207.18,73.83336806376528
Movie 486,Drama,2002,3.9,40765,257.71,67.17185435061033
Movie 487,Action,2019,5.1,71282,80.95,65.08450705888572
Movie 488,Horror,1983,7.1,96038,36.18,85.07281842946476
Movie 489,Horror,2005,6.4,33269,22.55,68.89443276168014
Movie 490,Action,1994,7.7,34534,83.07,88.76991007772767
Movie 491,Drama,1987,6.6,99371,190.6,95.00372937462322
Movie 492,Drama,1983,7.5,63451,170.0,99.93529245146259
Movie 493,Action,2002,7.8,52626,277.5,112.54367968510229
Movie 494,Horror,1990,7.7,91483,60.86,94.05017916890642
Movie 495,Drama,2000,7.2,45240,88.25,86.00726504709111
Movie 496,Comedy,2016,6.6,84180,257.9,100.63878184229767
Movie 497,Horror,2006,5.3,12451,122.68,62.24507361727594
Movie 498,Action,1993,6.5,73113,146.06,87.4045384481446
Movie 499,Horror,1988,4.9,95980,194.97,75.70933711755657
Movie 500,Horror,2019,7.2,83166,129.76,94.54196257729792
Movie 501,Horror,2012,5.0,55791,170.5,71.69692884457716
Movie 502,Drama,1980,5.3,45942,117.29,68.62533091640155
Movie 503,Action,1991,5.1,66637,171.14,73.75985434836632
Movie 504,Horror,2023,7.3,38162,78.14,84.82623869341754
Movie 505,Horror,2008,7.9,79844,14.67,90.64095602077224
Movie 506,Horror,2004,7.7,43612,143.28,96.5879512352491
Movie 507,Drama,2022,7.3,51532,172.28,96.43283690443022
Movie 508,Action,2023,7.8,7887,98.14,79.80416359100329
Movie 509,Comedy,2007,5.2,86704,238.57,82.98238752240978
Movie 510,Drama,1997,7.8,95958,185.97,108.07607510794651
Movie 511,Action,1991,6.1,26036,283.83,90.40337068210536
Movie 512,Horror,2022,4.8,11989,269.79,72.05977559050349
Movie 513,Action,1983,9.0,41060,262.68,121.87332640391439
Movie 514,Action,1986,9.5,18081,155.24,108.64938634932446
Movie 515,Action,1998,6.4,9941,123.53,71.26195031458955
Movie 517,Action,1987,7.8,68952,287.72,115.67320705810408
Movie 518,Comedy,1981,9.0,20873,72.97,96.81333679941997
Movie 519,Comedy,2023,8.9,72133,291.4,128.69789893655164
Movie 520,Comedy,2008,5.6,86223,291.58,92.80034150497035
Movie 521,Drama,2021,7.2,46790,137.73,91.19781232118353
Movie 522,Drama,1992,5.8,8077,248.05,76.98701765751548
Movie 523,Comedy,1981,5.1,62652,173.64,73.69537090569324
Movie 524,Drama,1992,7.4,67289,1.27,82.39107517974949
Movie 525,Action,2002,4.2,49878,292.22,74.65489247620562
Movie 526,Comedy,1994,6.4,48360,237.92,92.82527348967311
Movie 527,Horror,2017,5.2,43674,96.46,65.20556190201174
Movie 528,Comedy,2018,7.8,53420,295.15,114.42548180734151
Movie 529,Horror,1982,4.1,36149,267.79,69.81027213310634
Movie 530,Drama,1997,7.9,46840,217.26,106.6866619173873
Movie 531,Action,1987,6.3,50860,124.44,80.7161657137773
Movie 532,Horror,1996,6.3,78555,235.13,94.52387225898121
Movie 533,Drama,1985,5.8,70936,35.26,68.30937514141424
Movie 534,Drama,1992,3.5,67910,226.92,61.63283656179932
Movie 535,Drama,1985,6.8,38009,178.38,89.54811102148639
Movie 536,Drama,2010,5.5,54289,124.78,72.43952429794723
Movie 537,Drama,1994,7.2,75430,262.39,107.10200999260817
Movie 538,Action,1995,8.2,27672,153.85,99.25634239812388
Movie 539,Action,1980,5.9,55551,95.45,74.00294130831814
Movie 540,Action,2002,4.0,35207,98.67,51.74311443396371
Movie 541,Horror,1983,6.3,54116,260.71,94.73409298476746
Movie 542,Comedy,1984,7.3,99982,255.63,109.6061147887857
Movie 543,Action,2000,5.8,21472,278.23,85.67539934360937
Movie 544,Action,1984,5.7,24569,205.41,78.16390435343679
Movie 545,Action,2016,7.2,98899,299.31,112.74442452679779
Movie 546,Drama,1995,5.1,63318,184.83,74.86829767746596
Movie 547,Comedy,1997,7.1,87482,120.47,92.83931835106408
Movie 548,Comedy,2010,6.3,69991,91.93,79.47665824135244
Movie 549,Horror,2022,7.6,73308,253.13,110.45153384199759
Movie 550,Drama,2021,7.5,14081,158.04,87.44889498809309
Movie 551,Horror,2014,8.2,66197,96.32,100.65532534590456
Movie 552,Drama,2002,6.0,62651,236.76,89.94810529919133
Movie 553,Comedy,1995,6.2,65104,1.09,68.82829110700953
Movie 554,Action,2011,7.0,92880,103.01,90.37452068026043
Movie 555,Drama,2017,6.7,65745,118.22,86.14881254830621
Movie 556,Comedy,1986,7.6,44183,282.23,109.51349688801577
Movie 557,Comedy,2019,8.1,49785,207.34,108.33946170183401
Movie 558,Horror,2023,7.5,63244,267.36,109.64678514061232
Movie 559,Action,2018,3.5,22816,241.87,59.31041402900949
Movie 560,Comedy,2018,6.9,49906,205.4,95.18362421199012
Movie 561,Drama,1990,5.4,19456,263.13,79.64319577994543
Movie 562,Action,2019,8.3,81256,261.33,119.96758967771501
Movie 563,Drama,2000,7.1,58748,193.45,97.31030881515312
Movie 564,Horror,2003,7.5,17968,281.34,101.60702497444841
Movie 565,Action,2002,7.3,86374,108.99,93.87411099581078
Movie 566,Action,2017,4.5,29404,2.6,46.56014003102325
Movie 567,Drama,2022,7.5,82872,291.96,114.13398445850213
Movie 568,Action,2006,7.4,79688,235.75,107.0905625988848
Movie 570,Comedy,2022,5.8,44936,105.83,72.7184973694536
Movie 571,Drama,2023,6.8,65165,293.6,104.73591334865502
Movie 572,Comedy,2014,7.2,57805,137.34,92.6809045596097
Movie 573,Action,1986,7.4,96508,191.72,104.10469744947937
Movie 574,Action,2023,8.3,72504,242.39,117.12770967305056
Movie 575,Horror,2021,8.9,69174,276.04,126.78911376143063
Movie 576,Action,1990,7.2,73396,26.15,83.2811960611956
Movie 577,Comedy,1994,5.1,7887,169.63,62.7257992710406
Movie 578,Comedy,1997,3.2,32944,116.22,44.910303306713345
Movie 579,Drama,1997,6.3,45864,173.27,84.94778274104566
Movie 580,Horror,2005,6.5,90512,110.87,85.27311697757456
Movie 581,Action,1984,5.8,92521,108.19,77.14317005174463
Movie 582,Horror,2005,5.2,46928,3.27,56.26023372119538
Movie 583,Comedy,1999,3.8,14441,248.61,61.257004446642284
Movie 584,Horror,1997,4.8,42998,79.96,59.20687426523836
Movie 585,Comedy,2006,10.0,5092,15.76,86.93222326884604
Movie 586,Comedy,1999,6.9,40349,48.32,78.00889204851686
Movie 587,Comedy,2019,5.3,70351,61.93,65.34771240452913
Movie 588,Horror,1997,4.5,18901,103.38,54.6496035699975
Movie 589,Drama,2023,6.5,6741,283.82,85.68672732266103
Movie 590,Horror,2005,5.5,25405,93.72,65.15707355070873
Movie 591,Action,1994,6.1,99304,18.99,72.08530232752064
Movie 592,Comedy,2002,6.9,21297,26.58,71.42594230896978
Movie 593,Drama,1995,6.0,34084,138.47,76.4666761027813
Movie 594,Drama,1984,9.9,6509,99.57,96.88983787850589
Movie 595,Horror,1991,4.3,55439,31.72,50.141143525614275
Movie 596,Comedy,2005,7.9,37136,137.35,96.86171554397937
Movie 597,Action,1996,4.0,91533,56.12,51.30986306777028
Movie 598,Drama,2003,5.2,13130,127.19,62.02920185446683
Movie 599,Horror,1999,4.8,82146,10.08,55.32607490032797
Movie 600,Drama,1990,8.8,72613,38.9,102.38763457325174
Movie 601,Action,1996,8.2,83751,211.03,114.05504570599336
Movie 602,Comedy,2013,6.3,80423,48.68,76.0269278839371
Movie 603,Drama,1998,7.7,71846,203.67,106.47066485476154
Movie 604,Horror,1986,8.4,93793,263.17,122.48739180333382
Movie 605,Horror,2020,5.3,68778,221.61,81.19586484728289
Movie 606,Action,2016,8.7,69216,203.5,117.31151545272252
Movie 607,Comedy,1996,6.6,68281,130.66,86.5332496863809
Movie 608,Horror,2014,7.7,39070,56.5,87.0631455276163
Movie 609,Drama,1989,5.6,90927,101.5,74.08981027580666
Movie 610,Comedy,2022,6.1,5474,148.2,67.32848008357666
Movie 611,Action,1995,7.0,67927,116.83,89.5664251977544
Movie 612,Comedy,2022,5.5,82426,110.19,73.2771758267063
Movie 613,Horror,1992,5.4,38515,25.62,59.57967669914495
Movie 614,Action,1991,6.8,59878,211.98,95.99855174062574
Movie 615,Drama,1999,8.3,85112,9.36,95.15540103411936
Movie 616,Drama,2005,6.7,65954,36.71,78.01907740089624
Movie 617,Drama,2002,6.2,78443,164.86,86.36086969508453
Movie 618,Drama,1988,6.9,16399,70.98,74.0627526353048
Movie 619,Horror,1982,8.7,6687,84.38,85.06821034645148
Movie 620,Comedy,2000,9.1,71081,61.57,107.81846371456359
Movie 621,Horror,2023,6.5,75943,224.61,95.50638478615062
Movie 622,Horror,1997,6.0,82618,21.64,70.09596974362378
Movie 623,Comedy,2006,6.6,77101,260.66,100.33503769704453
Movie 624,Horror,1985,4.9,77905,63.85,61.574965428506744
Movie 625,Comedy,1994,5.0,16762,284.57,77.09164677815639
Movie 626,Action,1980,7.9,65234,208.47,108.4244361682288
Movie 627,Horror,2010,7.5,49884,181.68,99.29906726510706
Movie 629,Action,2021,7.6,37490,53.07,85.34910699196959
Movie 630,Action,2006,8.3,87135,247.39,119.15337078242993
Movie 631,Horror,2015,9.4,92720,181.94,125.7050924732819
Movie 632,Horror,1985,7.4,1242,111.23,63.850094877179274
Movie 633,Horror,1986,5.4,91734,198.98,81.60196002998923
Movie 634,Horror,2012,6.9,73138,258.06,103.0868074324857
Movie 635,Action,1984,4.5,48783,153.48,63.92620951152616
Movie 636,Drama,1982,6.7,99325,102.37,87.32828974555862
Movie 637,Drama,2005,4.6,69265,106.67,61.9372634437513
Movie 638,Horror,2013,3.4,88618,265.44,65.27714530588804
Movie 639,Horror,2001,4.8,17831,177.87,64.77299940031537
Movie 640,Horror,1997,4.7,42816,177.97,67.92104534515909
Movie 641,Comedy,2000,7.8,5741,4.92,68.00539031331188
Movie 642,Comedy,2014,5.6,55254,91.58,70.30839903292814
Movie 643,Horror,1991,6.6,32816,2.07,68.83843288840013
Movie 644,Drama,2021,9.3,34604,93.29,106.53030717126646
Movie 645,Drama,1984,8.8,9768,133.18,94.1633305937459
Movie 646,Drama,2009,5.0,18903,288.22,78.05764409433371
Movie 647,Action,1997,5.4,51234,172.09,75.76756212466262
Movie 648,Drama,2008,6.0,30440,25.12,64.45327397768315
Movie 649,Horror,2002,7.1,43831,149.31,90.81664790484959
Movie 650,Action,2020,4.0,12497,48.35,42.56829564195611
Movie 651,Drama,1999,5.5,85672,148.57,77.32761151340708
Movie 652,Horror,2020,7.4,70001,48.33,87.38946528118416
Movie 653,Drama,1981,5.7,37105,55.55,65.52774357534489
Movie 654,Comedy,1986,9.2,38936,61.81,103.42224215607399
Movie 655,Action,2020,6.7,26472,279.92,96.22400018516191
Movie 656,Drama,2002,5.5,75378,42.77,66.04356200338138
Movie 657,Comedy,2012,6.2,58477,37.09,71.76271654349709
Movie 658,Drama,2004,8.3,80383,155.77,109.32193457221888
Movie 659,Drama,2005,3.6,82934,99.02,50.67492481078452
Movie 660,Horror,1993,8.6,19853,60.05,91.11198268348713
Movie 661,Horror,1981,5.4,54046,267.92,85.6390903137663
Movie 662,Drama,2011,6.3,65301,46.19,74.46570103880123
Movie 663,Action,2012,6.3,78755,266.16,97.64289138884885
Movie 664,Action,2011,7.2,38995,63.23,82.43574336139397
Movie 665,Action,2009,10.4,32257,21.34,110.10182207616214
Movie 666,Comedy,1999,7.8,22150,56.41,83.68497578521227
Movie 667,Drama,1984,4.4,66783,105.26,59.40656276345848
Movie 668,Action,1996,6.7,89935,77.39,84.16491902112044
Movie 669,Horror,2013,7.3,57294,32.85,83.26357106368201
Movie 670,Drama,2007,6.3,96319,178.56,90.15121694141868
Movie 671,Action,2003,6.1,98542,281.59,98.29831450875687
Movie 672,Horror,1984,5.5,87703,87.14,71.31347533044907
Movie 673,Action,2004,6.9,4635,104.22,68.66908971077153
Movie 674,Drama,1992,4.4,13487,36.03,45.445044993063206
Movie 675,Comedy,1998,9.1,60139,170.32,117.17231715453693
Movie 676,Drama,2012,5.7,47690,20.83,63.4862384850252
Movie 677,Drama,2011,6.3,23382,124.9,75.86651661203838
Movie 678,Horror,1987,6.6,2459,35.26,55.058249750914285
Movie 679,Drama,1998,7.7,99141,71.51,95.73417502544598
Movie 680,Horror,1980,6.5,56555,94.33,80.56241274862626
Movie 681,Drama,2000,8.5,90557,168.61,113.87783937129362
Movie 682,Action,1982,4.6,89643,212.05,73.6615671293352
Movie 683,Comedy,2016,7.9,86618,135.94,103.41126831319018
Movie 684,Drama,2008,7.2,39212,259.85,102.13769794486636
Movie 685,Comedy,2023,9.5,5995,207.32,103.37105466261363
Movie 686,Action,1993,6.8,2316,112.52,63.93859396614016
Movie 687,Drama,1981,7.4,20617,283.34,101.84500622145686
Movie 688,Action,1987,6.5,78799,272.69,100.5543437929988
Movie 689,Horror,2006,7.5,52752,73.7,88.92031941319306
Movie 690,Action,2004,6.0,35963,185.34,81.47564230262799
Movie 691,Action,1994,7.0,55832,232.39,99.74984259988452
Movie 692,Drama,2007,5.9,73021,126.92,78.76324466308552
Movie 693,Action,1991,5.5,11295,23.86,53.71312177853163
Movie 694,Comedy,1985,6.4,49980,42.41,73.48514855802873
Movie 695,Horror,2003,4.9,18725,41.48,52.352574236344296
Movie 696,Horror,2006,6.0,75410,14.25,68.80925059169702
Movie 697,Action,2013,4.9,5135,168.74,58.739746242312016
Movie 698,Horror,1996,4.8,32576,142.68,64.14653662504804
Movie 699,Drama,2013,9.4,77893,36.11,109.4841795464548
Movie 700,Drama,1990,6.9,80719,168.04,94.76531741968968
Movie 701,Drama,2017,6.9,50474,252.59,99.98071075794917
Movie 702,Drama,2020,5.1,59447,265.03,82.56657202517025
Movie 703,Drama,2012,8.8,2019,214.37,88.41250455547821
Movie 704,Comedy,2020,5.7,42127,281.03,88.79926692589572
Movie 705,Drama,2010,8.5,16610,138.87,96.48847344667415
Movie 706,Comedy,1982,6.2,98990,187.46,90.06326213853868
Movie 707,Action,1996,8.9,51618,169.65,113.54464139666304
Movie 708,Comedy,1997,9.6,57418,241.4,129.33805316469196
Movie 709,Comedy,1989,8.7,262,190.3,67.50774007994656
Movie 710,Comedy,2006,4.6,12795,121.63,55.66468434491928
Movie 711,Action,2009,6.7,65310,44.95,78.7773355542814
Movie 712,Comedy,2000,8.2,21654,111.52,93.01253155991955
Movie 713,Comedy,1985,7.7,19863,100.22,86.22631531934762
Movie 714,Comedy,1998,4.2,82776,229.45,70.50540320083437
Movie 715,Drama,2023,8.3,70866,264.8,119.17904932700131
Movie 716,Drama,2003,5.3,93158,235.21,84.16393384551584
Movie 717,Drama,2013,8.7,38023,101.68,101.91796351915646
Movie 718,Drama,1989,7.8,21951,202.0,98.17358553809977
Movie 719,Action,1997,6.0,49932,216.64,86.57462431484466
Movie 720,Action,2003,7.8,43540,279.97,111.3123747549066
Movie 721,Action,2016,3.8,23036,254.14,63.58445621239487
Movie 722,Action,1986,6.2,57450,266.04,94.54786367530792
Movie 723,Action,2020,8.0,19799,249.05,104.05249773346101
Movie 724,Horror,1993,8.8,99266,154.85,116.7340025229466
Movie 725,Action,2018,5.1,1857,134.57,51.846005188806295
Movie 726,Comedy,1996,6.6,66309,200.17,93.29083356279523
Movie 727,Drama,1994,7.8,65319,240.95,110.57401766725833
Movie 728,Action,2019,5.4,16859,128.91,65.44757585040158
Movie 729,Comedy,1988,7.2,12668,186.89,86.70677607393478
Movie 730,Horror,2006,6.1,87018,47.36,74.11667876404486
Movie 731,Drama,2016,6.7,519,104.33,52.33365303755567
Movie 732,Comedy,2021,7.7,63705,14.28,86.60566202058402
Movie 733,Comedy,2015,5.6,74866,167.81,79.63242351582196
Movie 734,Drama,1996,3.8,23313,181.11,56.326875406423156
Movie 735,Comedy,2003,6.3,36833,244.17,90.65631264712998
Movie 736,Comedy,2013,5.0,64904,8.28,56.23139970663547
Movie 737,Horror,2018,4.5,64176,109.17,60.72930076516886
Movie 738,Action,2023,7.1,94882,175.64,98.93283881159277
Movie 739,Horror,1990,5.8,46528,257.09,88.04642010796198
Movie 740,Horror,1983,6.6,86921,222.45,97.30525852888005
Movie 741,Comedy,1993,6.6,84784,125.93,87.4889678676521
Movie 742,Comedy,2023,4.5,19334,158.91,60.30452491818628
Movie 743,Action,1999,5.1,82690,214.76,79.22261684481956
Movie 744,Horror,2010,5.9,35511,90.11,70.82899308443184
Movie 745,Action,1986,8.4,66006,249.58,118.177135038321
Movie 746,Horror,2012,5.9,91605,33.92,70.80098709913268
Movie 747,Comedy,2019,5.4,4112,75.26,52.46430302844429
Movie 748,Comedy,1988,6.9,29427,148.37,85.83594297925987
Movie 749,Action,1986,7.4,22720,243.91,98.62073215603743
Movie 750,Action,1987,5.5,2954,146.46,58.5978966141211
Movie 751,Horror,2011,4.6,6701,226.01,63.127741834167374
Movie 752,Comedy,2001,6.3,58801,57.14,74.90016622555638
Movie 753,Drama,2012,6.9,14999,52.0,71.549057812582
Movie 754,Horror,1996,8.0,83075,6.77,91.2970890437282
Movie 755,Action,1995,4.8,68318,3.35,53.76832731849434
Movie 756,Comedy,2004,6.2,97188,285.06,99.70935945498516
Movie 757,Drama,1983,5.4,55200,283.59,87.32017627943287
Movie 758,Comedy,2004,4.1,19334,242.17,64.68265603656972
Movie 759,Comedy,1996,8.2,76155,78.95,100.06742100603604
Movie 760,Horror,1987,4.4,25961,232.46,67.96931252159294
Movie 761,Action,1997,5.7,5983,12.76,50.84801376202959
Movie 762,Horror,1998,7.4,15736,201.88,91.6998973088464
Movie 763,Horror,1999,4.7,85391,122.94,65.66253618329651
Movie 764,Action,2012,7.1,37300,110.22,85.76210544596046
Movie 765,Horror,1997,6.0,43398,63.38,70.4071500700903
Movie 766,Drama,2012,8.1,70899,286.48,119.11710827141377
Movie 767,Comedy,2015,7.2,13069,224.79,90.72113860765154
Movie 768,Comedy,1995,5.7,89525,47.08,69.70102087975032
Movie 769,Comedy,2021,6.7,38368,9.84,71.70253430985413
Movie 770,Horror,2018,3.1,96626,157.35,51.3187018011827
Movie 771,Action,1987,7.1,72042,123.36,91.74963093787478
Movie 772,Horror,1986,6.1,26046,115.8,73.60271305215181
Movie 773,Comedy,2009,4.9,11681,201.66,66.05844192554125
Movie 774,Action,1997,8.2,13252,13.73,79.20722961122156
Movie 775,Drama,2006,6.3,93683,215.35,93.65540098422223
Movie 776,Horror,2003,5.8,4394,139.46,62.59769229869181
Movie 777,Action,2002,8.8,50404,19.08,97.19304176829478
Movie 778,Horror,1988,5.7,18784,64.67,62.559639560646
Movie 779,Action,1980,7.8,83974,153.98,103.83654043294784
Movie 780,Action,2007,7.0,41685,268.09,101.27444434001131
Movie 781,Action,2014,7.8,88595,289.3,117.78636751300789
Movie 782,Action,2022,6.9,42998,84.63,82.07863175628015
Movie 783,Drama,2014,8.2,68780,173.23,108.66019914852433
Movie 784,Drama,1998,4.3,1292,244.44,55.252297628718985
Movie 785,Action,2000,5.0,21316,287.06,78.54230077716598
Movie 786,Horror,2001,5.1,85126,199.87,77.8816876439852
Movie 787,Action,1998,8.9,46968,278.1,123.54946348862168
Movie 788,Drama,2012,4.1,38975,233.9,66.72987553938523
Movie 789,Action,2008,7.4,86700,96.77,93.81663315578345
Movie 790,Drama,2007,7.8,77434,236.97,111.50311439925214
Movie 791,Horror,1985,7.1,4375,197.94,79.3196214431229
Movie 792,Horror,1996,6.3,90345,17.11,73.60283274342478
Movie 793,Drama,1989,4.4,33510,129.2,58.766367697347164
Movie 794,Comedy,1992,5.5,35567,228.4,80.47560899912187
Movie 795,Drama,2003,4.7,68624,69.67,59.308137240415604
Movie 796,Horror,1984,7.4,63283,194.37,101.24686980561026
Movie 797,Action,2001,5.9,22867,143.61,73.58221361106479
Movie 798,Horror,1991,7.2,35968,93.59,84.88997169457748
Movie 799,Comedy,1983,4.6,84341,192.94,71.47012210657518
Movie 800,Action,1995,7.3,34383,206.27,96.87803031784074
Movie 801,Comedy,1993,7.2,79555,216.01,102.84735847731858
Movie 802,Drama,1988,5.5,8382,120.7,61.75678618550821
Movie 803,Comedy,2002,4.7,3718,54.44,44.08368744144783
Movie 804,Horror,2010,6.6,2352,284.18,79.6567461656006
Movie 805,Comedy,1980,5.9,28514,91.41,69.66429470718477
Movie 806,Drama,1983,6.0,68440,201.86,86.98836403542671
Movie 807,Action,2009,5.4,38564,146.79,71.70354220518773
Movie 808,Comedy,1989,6.4,14063,6.64,61.79279116751973
